                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.59391,                0.34199,                0.82987,                 0.9602,                0.88902,                0.93406,                0.69928,                0.79333,                0.37694,                0.92788,                0.00012,                0.00012,                0.00012
                    162,                0.57612,                 0.3339,                0.82503,                0.96336,                0.88944,                0.93543,                0.70257,                0.79107,                 0.3788,                 0.9286,              0.0001145,              0.0001145,              0.0001145
                    163,                 0.5824,                0.33572,                0.82376,                0.97146,                0.88757,                0.93259,                0.70118,                0.78678,                0.37627,                0.92419,               0.000109,               0.000109,               0.000109
                    164,                0.57559,                0.32933,                0.82467,                0.96941,                0.88868,                0.93621,                0.70145,                 0.7881,                0.37637,                0.92633,              0.0001035,              0.0001035,              0.0001035
                    165,                  0.573,                0.33239,                0.82267,                0.96286,                 0.8927,                 0.9365,                0.70005,                0.78617,                0.37568,                0.92342,                9.8e-05,                9.8e-05,                9.8e-05
                    166,                0.57013,                0.33239,                0.82468,                0.96599,                0.88882,                0.93675,                0.70079,                0.78893,                0.37746,                0.92517,               9.25e-05,               9.25e-05,               9.25e-05
                    167,                0.57229,                0.33014,                0.82547,                0.95963,                0.89718,                 0.9374,                0.70234,                0.78555,                0.37757,                0.92339,                8.7e-05,                8.7e-05,                8.7e-05
                    168,                0.56396,                0.32786,                0.82468,                 0.9629,                0.89271,                0.93543,                0.69917,                 0.7836,                0.37751,                0.92349,               8.15e-05,               8.15e-05,               8.15e-05
                    169,                0.56796,                0.32992,                0.82502,                0.95581,                0.89487,                0.93609,                0.70066,                 0.7881,                 0.3754,                0.92621,                7.6e-05,                7.6e-05,                7.6e-05
                    170,                0.55888,                0.32643,                0.82465,                 0.9589,                0.89543,                0.93773,                0.70117,                0.77939,                0.37179,                0.92528,               7.05e-05,               7.05e-05,               7.05e-05
                    171,                0.54994,                 0.3052,                0.81478,                0.95118,                0.89448,                0.93571,                0.69455,                0.79696,                0.37354,                0.93224,                6.5e-05,                6.5e-05,                6.5e-05
                    172,                0.52798,                 0.3008,                0.80893,                0.94486,                0.90049,                0.93407,                0.69637,                0.80052,                0.37822,                0.93343,               5.95e-05,               5.95e-05,               5.95e-05
                    173,                0.51929,                0.29651,                0.80878,                0.95001,                0.89341,                0.93436,                0.69601,                0.79758,                0.37723,                 0.9341,                5.4e-05,                5.4e-05,                5.4e-05
                    174,                0.51443,                0.29363,                0.80905,                0.94773,                0.89687,                0.93501,                0.69611,                0.79741,                 0.3756,                0.93498,               4.85e-05,               4.85e-05,               4.85e-05
                    175,                0.51183,                0.29454,                0.80641,                0.94546,                0.89917,                0.93568,                0.69826,                0.79633,                0.37689,                0.93509,                4.3e-05,                4.3e-05,                4.3e-05
                    176,                0.50589,                 0.2897,                0.80605,                0.94736,                0.89637,                0.93717,                0.70038,                0.79549,                0.37718,                 0.9356,               3.75e-05,               3.75e-05,               3.75e-05
                    177,                0.50049,                0.28671,                0.80522,                0.96211,                0.88493,                0.93557,                0.70091,                0.79095,                0.37702,                0.93454,                3.2e-05,                3.2e-05,                3.2e-05
                    178,                0.50151,                0.28837,                0.80781,                0.96383,                0.88557,                0.93593,                0.70124,                0.78922,                0.37317,                0.93256,               2.65e-05,               2.65e-05,               2.65e-05
                    179,                0.50343,                0.29039,                0.80687,                0.96758,                0.88544,                0.93571,                0.70186,                0.78648,                0.37266,                0.93206,                2.1e-05,                2.1e-05,                2.1e-05
                    180,                0.49327,                0.28549,                0.80228,                0.96589,                0.88569,                0.93515,                0.70438,                0.78766,                0.37245,                0.93305,               1.55e-05,               1.55e-05,               1.55e-05
